,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Target
0,-1.157124769656887,-1.013921964058983,0.5236930342104299,0.46722436180824983,-0.3752831540772014,-0.07646991302918295,-0.04599654536744702,-0.045236625758685194,"Contour_px5_center[3742, 6774].png"
1,-2.8358076081646266,2.2709150844139634,0.12660935728283496,1.0345213499564119,0.5628563822149997,0.30381809685027267,-0.07113883774332697,-0.013847228627937027,"Contour_px1_center[597, 7003].png"
2,1.8953235809906193,-2.7125760494336553,-0.4873410047942455,0.32092376326835653,0.3622178338722806,0.015087123701811008,-0.08561751467106733,-0.016333717352070565,"Contour_px2_center[929, 7003].png"
3,0.4507504279425104,-1.365718593311611,-1.0426690506002472,0.23881039511737434,0.038205590824778084,-0.009159566315658701,0.07309960888538647,-0.04722127571127812,"Contour_px3_center[1324, 6884].png"
4,1.1403954315321996,1.0550119585365891,0.1518106981900011,-0.35866637955932856,-0.13496612603107003,-0.04833925424300972,0.02278465330001931,-0.024973181106399532,"Contour_px4_center[2182, 6900].png"
5,-1.6531317839660278,-1.0584913547251644,-0.5770490288999047,-0.06401419481994372,-0.044673217234997745,-0.033744385789514275,0.05407919196010199,0.007676953573626316,"Contour_px6_center[1772, 6705].png"
6,-1.06055519076715,-1.8136618872583004,-0.5434768775282546,0.09037598339045001,0.1260743403263055,-0.08343500619604495,0.03973017562985715,0.026770161739143972,"Contour_px8_center[2984, 6704].png"
7,-0.5293883042104687,1.249872414144774,0.26339385479896493,0.5624962574755409,-0.13580350303769273,-0.033389689509248484,-0.04383794022537421,0.0058940047149904275,"Contour_px7_center[531, 6729].png"
8,-0.024122885957261985,-0.039347444647703046,0.7312676304735508,0.5160180905404256,-0.39325874072218236,-0.0664342895465186,-0.026629560960059657,-0.016532851444740735,"Contour_px9_center[2579, 6689].png"
9,0.6178738237756911,2.7537408585172694,-1.0845739711535223,-0.4020092624112494,0.07734031018803737,-0.124931729337409,-0.014473823374848586,0.07394810096256615,"Contour_px0_center[8798, 7152].png"
10,-2.574775841372572,0.7125399153145479,-0.23266629483052537,-0.21569600852972454,-0.10083886443455943,0.11415586295116227,0.0010945418251084309,0.028610020342065536,"Contour_px12_center[5721, 6607].png"
11,-1.4841430799513944,-1.399339068032187,-0.1943937251257648,-0.40048830238425737,0.07772009639178339,-0.051259046893162484,-0.0053174339029468725,0.00598379885086669,"Contour_px15_center[1302, 6603].png"
12,-2.9248929223016464,1.625929243744751,-0.03786177130155207,0.2784570716668291,0.1631084955627585,0.21152834241393767,-0.052934431227106525,0.025717889445779966,"Contour_px16_center[6114, 6560].png"
13,-0.1695203910227311,0.3920254434707859,-0.07131978096488467,0.37748486109826973,-0.37657103152195365,-0.07279570366533616,-0.021853699646754512,-0.009754185363180755,"Contour_px10_center[4181, 6694].png"
14,-1.9203462295381246,0.3130630548322047,-0.6789960135915777,-0.18556937682976352,-0.23543828494267974,0.03241711682782976,0.01604023959746655,0.051736749655961284,"Contour_px14_center[959, 6610].png"
15,-1.156712651137922,1.5867915099487504,0.48485188980132476,-0.11316424406684059,0.10496642387601894,0.04177506995864305,-0.058947241982700904,0.01029827959947639,"Contour_px13_center[6564, 6633].png"
16,-1.318046967344731,-1.151986438562114,0.14163601622551295,0.21252096184360222,-0.3058512233381019,-0.08587382645769041,-0.05729649176407605,0.016493643572258666,"Contour_px11_center[4834, 6621].png"
17,-0.8395331704803682,0.24677704800840794,-1.078375193230092,-0.01588433426655058,-0.30883519834979245,-0.0226494827669247,0.020133719052654406,0.05913412370228518,"Contour_px36_center[6836, 6341].png"
18,-0.2851568235338522,1.5764625109962145,0.255723498689034,-0.37573676551305685,0.04212725783462476,-0.007327419935938769,-0.02156870782396456,0.015235990904867101,"Contour_px31_center[3977, 6396].png"
19,-1.370042602851533,0.18879007841800985,-0.40627510011710977,0.23096643407140144,-0.18346815283166226,0.04170948084811594,0.05985783063446927,-0.02120649302780603,"Contour_px35_center[11295, 6333].png"
20,-0.5925825701713309,-2.7134184459601123,-0.6968175061201339,0.9166555580996344,0.17267089626447507,-0.19163315559288424,0.0836790525390433,0.008330834961170736,"Contour_px34_center[3687, 6340].png"
21,-2.3766583513151174,1.1948289082541366,-0.15085858180975859,0.059005179931483825,0.009759767433162982,0.1399224269112311,-0.006493819576132033,0.01727544614030678,"Contour_px32_center[9439, 6344].png"
22,-0.6608592490763775,-2.7641897783712777,-0.43593477193957053,0.8547161394486898,0.131564508540304,-0.20072667112837578,0.05000703903814773,0.004909437462397526,"Contour_px33_center[6472, 6363].png"
23,-1.30955782803994,-2.468418230964167,-0.23509543660011378,-0.014216695621298693,0.45849785629218115,-0.12603205965281195,0.06534837223281238,0.0045593073553209535,"Contour_px30_center[1712, 6392].png"
24,4.6074863675909965,-2.3144917389459363,-0.7185301833620058,0.22843340404657592,0.455198134096735,0.35543487986958766,-0.06520880542782949,-0.05310066046342666,"Contour_px17_center[3403, 6699].png"
25,-1.5298742178858706,-0.6681398602815306,-1.1981110516990001,-0.22322963156266493,-0.013635088152901015,0.002767431025596919,0.09816691712857568,0.041362163010864615,"Contour_px20_center[6947, 6558].png"
26,1.0307987159771483,-3.2602556885073355,-1.6860522891507863,0.208580656600466,1.129410265207874,-0.05744983242148598,0.050852595390528076,0.007833586268273617,"Contour_px22_center[4437, 6533].png"
27,0.462627631733272,2.011801060861572,0.39791065363028183,0.28747686419901075,0.0013800389584309476,-0.15041399037144088,-0.09570405096855154,0.06583648175962241,"Contour_px25_center[8935, 6468].png"
28,1.4109130417482758,4.893391961050894,-0.18475098449325153,0.45205380270656953,1.2809624277426093,-0.11430170030654539,-0.005529416418355048,0.011683955256043667,"Contour_px23_center[7477, 6517].png"
29,-2.59032978550106,0.4736089128127012,-0.544181351735116,-0.0734907562312178,-0.10953161452796674,0.11632471899887478,0.052232287096180434,0.0355282723304332,"Contour_px21_center[7925, 6477].png"
30,0.44695579127471446,-2.2724862486604755,-0.974929743839766,0.3802283552663739,0.3136397044921025,-0.05722169426011611,0.07121633452983436,-0.053000925488225284,"Contour_px26_center[5770, 6409].png"
31,-1.7549794940985215,1.2366998030351914,0.7824527884735006,0.4781327673262066,0.16750797063846418,0.13459742628862575,-0.03185595308500752,-0.059007377109650636,"Contour_px24_center[541, 6444].png"
32,1.0123616056830154,-0.7583151658699724,1.0444054705329178,-0.9451450539234885,0.32533079515883956,0.21427029677596607,0.11634742626650184,-0.07110176498971607,"Contour_px18_center[5450, 6603].png"
33,-1.75337518830171,-1.0431225551131262,-0.06975375989581888,0.509333039145412,-0.4083292399288632,-0.09572440608630813,-0.04442094127684328,0.002211308706847363,"Contour_px39_center[6051, 6292].png"
34,2.986310343476718,-0.16923261746490978,-0.07557151725937655,-0.4958526067190699,-0.2870399821196071,-0.04369652789860074,-0.17524192299009206,0.0393851975589893,"Contour_px29_center[8398, 6451].png"
35,-1.1076170535529741,-0.6591958596647703,-0.7227377773575732,-0.03143223971798987,-0.05175809434323847,0.012414823378672234,0.08569913388190747,-0.008143278507403595,"Contour_px28_center[950, 6376].png"
36,2.239115680046,0.9081836541585169,0.33858259328788554,-0.6165846987797109,-0.10445825477697564,-0.017970616594402817,0.04572797690768183,-0.034404347771904986,"Contour_px37_center[9806, 6390].png"
37,-4.345842197932857,2.027936457207206,-0.6223157963368382,0.8737552885505001,0.43149468052135925,0.4639323566003927,-0.006352266782331526,0.07528175761017476,"Contour_px49_center[6756, 6163].png"
38,-1.0902553957546604,-2.9546776913340334,2.0933344827364833,0.2506387127109277,-0.026837051113854375,-0.13097156003635863,-0.05157292441733648,-0.06813387464618828,"Contour_px45_center[3336, 6283].png"
39,1.9889345168575765,-0.1557442460346516,1.0549147590677508,-0.1393915034554518,-0.35280489350848165,-0.050604811641606955,-0.010339983228815712,0.02872211732449857,"Contour_px44_center[4795, 6303].png"
40,1.7200151001083175,-1.713947385538673,-0.7292319921487338,0.05763468681102769,0.1510174313024974,0.04247358266437833,-0.022434329471884878,-0.08428849827517677,"Contour_px42_center[10324, 6303].png"
41,1.6502690013728853,5.65660338641655,0.4902694405778347,0.4459915366821798,1.8913420418129692,-0.08563897587574808,-0.02787291217907793,-0.003586968303295671,"Contour_px46_center[11572, 6299].png"
42,0.5038885395268137,-3.154448999463429,0.07819201044537,-0.26474381382163187,0.8075863471731259,-0.04645655752881629,-0.09118933642927986,0.024625081372704957,"Contour_px41_center[10912, 6336].png"
43,-3.167550644072804,-0.18749043460631099,-0.6429432417155226,-0.030641684367320222,-0.14110004878546287,0.08513854683532758,0.06953630792926076,0.06071450353838466,"Contour_px40_center[7340, 6272].png"
44,-0.30613512242769986,-1.8848814291722054,-0.8258885262072382,-0.2648645360769711,0.3069800341796181,-0.05439011089505028,-0.02721398152276109,0.04988130379238438,"Contour_px43_center[8637, 6268].png"
45,0.6420820247960278,1.925821568091088,0.7817976961250092,-0.3077906915330858,0.235263602861293,0.0035303461354651345,0.06051602280265374,-0.04004054464262759,"Contour_px19_center[5137, 6601].png"
46,-0.8249466887546513,1.2652286411356548,0.37879884148413345,0.19953987350107735,0.03509522277638,0.05512874017854946,0.013345943597344055,-0.033652720997461236,"Contour_px38_center[2811, 6337].png"
47,0.5571112722650905,1.5874617205386246,-0.28281045059113463,-0.7955772567097398,-0.08720550288392033,-0.090847656346377,-0.06159169242297244,0.04256098997420736,"Contour_px47_center[5100, 6254].png"
48,-0.9190243770905949,-3.27369069373455,-0.05878848123742536,0.05737338176379074,0.7835839718720293,-0.18973256323222124,0.048052740953487966,0.02413164536524714,"Contour_px48_center[7125, 6246].png"
49,1.4141169552211594,2.7878878714865007,0.36646759727033956,-0.7771111453089723,0.3807445096096851,-0.09516261146189735,0.031612510092542345,-0.007213559648267058,"Contour_px27_center[2222, 6460].png"
50,-3.5404177194070803,2.2676763652844474,-0.40968542436911004,0.7525914190514958,0.5098607531479631,0.38465031381479026,-0.0165196100805424,0.046431887808126945,"Contour_px142_center[3415, 5246].png"
51,-2.3452846094647177,-0.6969188616827933,0.1917388019516434,-0.05799603611856445,-0.2046057521499825,-0.007022573107764329,-0.024752796470582053,-0.012870557556654491,"Contour_px141_center[486, 5272].png"
52,0.6692830462514447,0.09643412688661061,-0.14666079396134227,0.39691968873716754,-0.33765664941676515,-0.03794393482719826,0.051184892773604204,-0.03675165839316844,"Contour_px136_center[10070, 5374].png"
53,-1.569688906462505,0.29863218509948697,-0.19832436735409223,-0.1792937125850218,-0.19146114406096296,0.028582896411223784,-0.005298132614339176,0.01885871810525829,"Contour_px138_center[7028, 5323].png"
54,-1.912005926797023,0.589510438007427,-0.22405631197469136,-0.12083301864514812,-0.12467798939464068,0.07320990859208353,0.013074577651202268,0.011779965042925597,"Contour_px134_center[6737, 5341].png"
55,3.796203728664075,-1.2063943762331257,-0.754928232652083,0.32286249228445973,-0.202406718093437,0.08323026719575838,-0.07870034051130835,-0.06619421757691271,"Contour_px137_center[10545, 5374].png"
56,1.5987927449400183,-2.788536057558422,-0.19067378414698596,-0.19937396306965363,0.6329283757182942,0.046349387986526346,-0.1390117645607267,-0.005837744398318372,"Contour_px133_center[7678, 5452].png"
57,7.073916465859248,-4.144491753027989,-1.4619944439574188,1.3071639368714296,0.9254742166764544,0.5904908152942215,-0.30175445470580936,0.0706052260258767,"Contour_px135_center[5261, 5365].png"
58,0.8211588786522369,3.923180291342215,0.9457930771160623,0.1323984794327733,1.116897989519669,-0.014763927253918643,0.00023870595006547808,-0.011979731942018929,"Contour_px139_center[14721, 5355].png"
59,-2.0373173141540066,-0.9511231105342045,-0.24989367224774478,0.11143408253950374,-0.2940810112816113,-0.07054065465127457,-0.021024782631244757,0.0019435013490326583,"Contour_px111_center[8134, 5600].png"
60,2.166566506702829,-1.709345518317819,0.6674954161232327,-0.43864428130989486,0.11830048297214941,0.10637626764283233,-0.1094537114347045,0.008348806031251285,"Contour_px129_center[5761, 5537].png"
61,0.4497139569088244,-3.7170502709848643,-0.8805116216452968,-0.053427856998307106,1.2860152110112564,-0.1343702519635292,-0.029905768316060146,0.062416194051199934,"Contour_px126_center[2816, 5512].png"
