Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Target
-0.8772342741772885,-0.1372302123586012,0.13450547631768872,0.14564701105085515,-0.2297007547302343,0.0016602415601444645,0.013642450432735383,-0.029507831330707193,"Contour_px225_center[7200, 4373].png"
-1.2928342644026427,0.519164566134982,-0.00597133136537452,-0.0905598312196666,-0.06348148244140119,0.07277857679532083,0.0472308814222307,-0.036196521049874135,"Contour_px220_center[6090, 4406].png"
-0.902590480143589,0.28204139055562577,-0.9584534641708492,-0.10222140688117957,-0.12745270106589426,0.04667997052148174,0.09629212014983801,-0.007093803600756397,"Contour_px221_center[2482, 4423].png"
-0.3428787491172234,-0.6697373515762993,-0.09594435938209041,0.08645842780737156,-0.2387257496488629,-0.03256526056507122,0.00029692199562426165,-0.019015664113463983,"Contour_px218_center[3498, 4448].png"
-1.7077001715863902,0.7074030577947147,0.2202387679035522,-0.5128873721635623,-0.06528885738594846,0.05938405731820948,-0.03359456479931583,0.010396769064826656,"Contour_px222_center[11270, 4395].png"
0.09557818442725109,3.1089203956485973,-0.6694851012238883,0.14318568903448647,0.4575718768699229,0.023732389670900324,0.07056202443016696,-0.0026863941700406993,"Contour_px217_center[4058, 4500].png"
1.4964178626904643,3.9504532360798037,-0.24361226503792918,0.20381602343148328,0.7335193419645042,-0.15754080165443027,0.010030034751775978,0.011816879954177122,"Contour_px219_center[10792, 4471].png"
3.9890620536535777,4.431251875576618,0.8415122198726462,-0.1904959362036956,0.8859716725724409,-0.42351900727824854,0.029247969150718846,0.04724043090701075,"Contour_px223_center[8850, 4489].png"
-1.4969010186293057,0.3752904880191281,-0.11914790142371998,-0.54139386706533,-0.19502613240376204,0.006316506218229764,-0.05471588014870649,0.0510082470689952,"Contour_px224_center[5588, 4409].png"
3.138587696286498,0.6373755941855908,-0.6451200318680463,-1.210171809603146,-0.08972064756006348,-0.027788854651242326,-0.23284475883345926,0.030987206069831193,"Contour_px216_center[14716, 4511].png"
-2.00441232550281,-0.4660653929478018,-0.1642539046434508,0.31353950744497044,-0.20106880143897776,0.013354793467614453,0.03816414043525101,-0.03217165656249682,"Contour_px215_center[357, 4452].png"
-1.2812439659164347,1.4548206998563418,0.0839963208762907,0.2227460919163786,0.011990577064973792,0.05205581427800816,-0.025392920044287625,-0.0009049149492540153,"Contour_px210_center[4592, 4502].png"
-0.20240099070031706,0.08421793626363522,-0.4187597053898385,-0.7468360652409483,-0.13021166072671359,-0.011823962630205702,-0.06525038411998273,0.04399072811857438,"Contour_px206_center[12971, 4580].png"
0.6247087872743337,2.291674985352124,1.037293330166017,0.15687249528947683,0.34017772280622127,-0.05080119432941739,0.0004761386337831123,-0.015721209623372607,"Contour_px209_center[13348, 4566].png"
-2.1412464544504637,0.8960685487534492,-0.9634776342001002,-0.022639219858519827,-0.14431106435986582,0.10145226420728558,0.06531295303659722,0.0632916081388503,"Contour_px211_center[1930, 4487].png"
-1.1970223945430156,-0.9347723576774345,-0.38232447797872593,-0.3380563539135508,0.07648952679398466,0.013324625393380321,0.054359292618015295,-0.006785903509535064,"Contour_px208_center[1610, 4534].png"
-2.2002180895611736,0.5631367530633167,-0.7083345472258323,-0.47312413513127133,-0.21030447190646273,0.05270751736022466,-0.0018646887076359641,0.09445528707871226,"Contour_px213_center[6798, 4478].png"
0.5893114682286129,1.2133217963235314,-1.064160377680892,-0.4725311228948313,-0.18422777824798903,-0.04352608821666664,0.00971188699968464,0.018769293303929818,"Contour_px207_center[4976, 4558].png"
-2.9252563162348117,-1.1201048953375037,-0.006008040335078054,-0.34823024681923376,0.056894494167801686,-0.006841818130839669,0.04413916409072112,0.0041867124509420706,"Contour_px214_center[5277, 4452].png"
2.1260397522256373,0.9424000868174757,0.8156276944272316,-0.23271107347562267,-0.19458786442651485,-0.0831854028208848,0.04972281803239624,-0.017745641562448396,"Contour_px205_center[5843, 4606].png"
0.619631419868845,0.5439784842853341,-0.09731128113652492,-0.9963066386023404,-0.07028542464995947,-0.01104224301834961,-0.07278174034309962,0.017675261125592548,"Contour_px203_center[6477, 4606].png"
0.2065072366875385,1.6620368568408594,-0.23147049903388553,-0.6353220054560291,0.014002712059564172,-0.025211605899090786,-0.002735054196985592,0.022303615992773022,"Contour_px195_center[11869, 4733].png"
-0.32832400233423403,1.3588548336630972,0.8339055257497199,0.1898286788060477,0.04288164938277546,0.00303128085882982,-0.015655384942537872,-0.033865117419057046,"Contour_px201_center[12616, 4626].png"
-2.3042377005562917,0.5490566211709849,-1.0878436101481683,-0.15122081719894312,-0.17673386817763062,0.08738106381497962,0.07882679082238332,0.07227023133954032,"Contour_px199_center[11611, 4604].png"
-1.6165262371821285,-0.6852865883031295,0.2532920468333432,-0.14876056736824805,-0.2599924659938295,-0.04460514745610089,-0.056446460080839256,-0.018533499629641865,"Contour_px197_center[9921, 4673].png"
2.3443013104958106,3.670029892354853,0.5854906200880574,0.9568471350260931,0.6627086898911533,-0.2663372265070354,-0.009986094254063946,0.007271399411665828,"Contour_px198_center[9179, 4704].png"
0.2176210017731819,0.7332132156957009,-0.24831981581657112,-0.7562151941306836,0.045702473387256526,0.07150343612035621,0.06297099341882662,-0.03564737861740325,"Contour_px200_center[10359, 4640].png"
-0.6862333805682357,-3.624688407609343,-0.6215284387916419,-0.16454583148922577,1.3245627883511,-0.20669731242870706,0.09951322937620684,0.027612995022662925,"Contour_px196_center[4633, 4703].png"
-1.6795813239910726,1.5582525345266136,-0.4746243906559832,0.12207314379968233,-0.011705486816057549,0.08482676668246433,0.0015030497301080114,0.04050290479085581,"Contour_px202_center[1280, 4586].png"
4.361768737546352,0.7705331560043711,-0.11216684709443957,-1.3131414505583137,-0.19623026939498553,-0.11036788952342937,-0.3511045149706551,0.10708097728622146,"Contour_px193_center[12301, 4829].png"
0.5362295636821693,0.07407244307638056,-0.4651007444195101,-0.04980383445934117,-0.22607329025202472,-0.009093750731733047,0.03584550065367092,-0.03210855289981569,"Contour_px192_center[9484, 4743].png"
