Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Principal component 10,Target
-3.8435127226180033,-0.6710483769293021,-0.4237047080672255,0.2256135266522435,0.06460413707251367,1.255844326093633,-0.21771714002528936,-0.2613607031413547,-0.3073935563471873,0.6163350289058762,"Contour_px0_center[8798, 7152].png"
2.458579010851808,-0.7526365644417038,-3.402876711946749,-0.12729169526545348,-0.5821821041725112,-0.97053019440214,0.17351554371179517,0.29868743201326114,1.1606755393026118,-0.1316886081453757,"Contour_px100_center[2425, 5645].png"
3.6447834006860904,-0.46857911316967704,1.4880530430969536,0.9951282290420838,3.1774972328231565,0.33479413489180165,2.3815984327891497,1.0424625569910289,1.2852192263721811,0.2078239275222765,"Contour_px102_center[9714, 5703].png"
0.2947276873228399,-1.4351441706250831,0.6066257138362978,-0.31091557607366016,-0.21554362000975988,-0.6618573586456565,0.09878243410653963,-0.3166378109979499,-0.2515234512527575,-0.08012127554188375,"Contour_px103_center[2094, 5670].png"
-1.3094106235484682,-2.085837194184103,-0.5253885806415812,0.04952716554116034,-0.9534175806621517,0.4496425786250459,0.2087603116044408,0.05006352480474042,-0.09061077219740446,-0.48058528148846374,"Contour_px104_center[7121, 5633].png"
-2.7043137840244973,0.632757306472614,1.6376318214354062,-0.4385411132080646,-0.851342860370078,-0.07373081557537622,-0.2683735837440287,0.8210645899853628,0.9815152161323661,-0.07466199596656153,"Contour_px105_center[455, 5673].png"
2.667905553057294,0.4589429859495304,0.8386456011245215,-1.2951618999846717,0.44765372485418725,-0.4589884681396077,-0.4980881718632978,1.0164405790371034,-1.0308029187690428,0.3425803595036598,"Contour_px106_center[13634, 5662].png"
0.25839115159007336,-0.2767258231806538,-1.6523843668045117,-0.5735161858546994,0.4331927426422618,0.2287050373746714,-0.461201383009233,0.31917815897876783,-0.11879298509189164,0.16420122383269703,"Contour_px107_center[3119, 5619].png"
-1.3937065934622175,-0.3828003661711323,0.0843963669329946,-0.7842049255887193,0.4196317982997647,0.4803747108698657,0.7459182716064985,-0.010715623004203405,-0.6631912960963041,-0.08754658444776041,"Contour_px108_center[1020, 5640].png"
-1.7107649583618003,0.9647798123759349,-0.12036267660531852,0.11151254433738199,-0.1461450752746809,-0.09110110305664937,-0.3209469919809264,-0.09745566996672463,0.03817985406862574,0.3264573519871432,"Contour_px109_center[12114, 5671].png"
-0.2569519356017835,0.2857789279498911,-0.7022472599990013,-0.7651618987020972,0.42045256449623003,-0.4696425863042947,-0.28663970226361773,-0.39687755464587077,-0.2707409681527614,-0.06424640185666812,"Contour_px10_center[4181, 6694].png"
-1.0939118786198565,-1.2184399104304986,-0.8159990856717788,-0.22024740263221143,-1.2320681482032974,0.8124316621989971,0.17006923714988162,0.3960862496085741,-0.2267845332238532,-0.40219129277974486,"Contour_px110_center[3470, 5611].png"
-0.3275697118682893,-1.3306802150275567,0.5412463393083902,1.0020001884397505,-0.25421757395753075,0.3695279172155283,0.2833945836101143,0.8575911362798908,-0.15777734975621124,-0.13334029502125247,"Contour_px111_center[8134, 5600].png"
0.39452678995455487,-2.162345682822609,-0.587352475631714,-0.05291110400022888,-0.2489482426482606,-0.5474193373526182,0.08050157924999926,0.02503934671961873,-0.029261937673012488,0.03158080992133104,"Contour_px112_center[6878, 5583].png"
-0.38809792067635884,2.0809370489884156,1.917434881598105,-1.3685421111807445,0.9653153995753797,-0.42871529589832386,0.2621668222994237,0.7007767829144109,-0.08514562282866364,0.1825477246105387,"Contour_px113_center[10625, 5672].png"
0.9134557427667499,1.2291969845523982,1.8363160579144877,-0.11968029771545559,0.8287495175452725,-0.32704556439050864,0.2617192808432384,-0.6092637722513943,-0.4701272846140111,0.32628881134799337,"Contour_px114_center[11241, 5693].png"
-1.8798327946503535,0.10367155110552018,0.017300563087734356,0.15893112942749632,-0.9835620323291017,-0.014878727667865133,0.032164214804425974,-0.19649641834260362,-0.04680229282234489,0.05848860069236285,"Contour_px115_center[3818, 5592].png"
2.758445928783413,-0.4238156810498452,0.2089877692518053,-0.7262792634457562,0.72234517277607,-0.43268854225903297,0.2480026746187401,-0.5301013383729356,-0.10426358429156282,0.47636705978594523,"Contour_px116_center[4241, 5568].png"
0.8594364375539102,-0.647399302592565,0.530992627224677,-0.2642964072513592,-0.7639047658232581,-0.2592975239827062,-0.45247989156724955,-0.9203657562230035,0.1096452470691264,0.04210920005526957,"Contour_px117_center[12847, 5566].png"
3.234039290669869,2.017228398554127,-1.093986453724379,0.007715083430641235,-0.02464065908386169,-0.5392647181603671,-0.10248525347390584,-1.2291107803272547,-0.14380545310936768,0.23003599547529763,"Contour_px118_center[9278, 5536].png"
1.7883194797881583,0.6727110786480794,1.6595591352862646,0.30362295398936895,0.9134164245192676,0.5275253643542251,-0.1881520467127978,-0.9201380908756807,-0.1007357692019076,-0.13178601481329597,"Contour_px119_center[6529, 5567].png"
1.0657831220774279,-0.22881260635784,-1.2875288114285994,1.3645581905739856,-0.4391545127475911,-1.0780939356758377,-0.8504594871493133,-0.48326992020793613,0.09241523632388066,0.3277311944536152,"Contour_px11_center[4834, 6621].png"
-1.5688015858395725,-0.2612412389381328,-0.11624743435836178,1.0694451421305629,1.4067444201014494,0.13565543138361394,0.008023164985290198,0.0931401183581068,-0.4900163817918728,-0.19514748441993873,"Contour_px120_center[1386, 5543].png"
1.0532091849909564,-0.31182164787167244,0.3251267545911792,-0.5578610153143391,1.2222768364342564,-0.23179156829760456,0.3000489252909263,0.14473223113429423,-0.5141842464357372,-0.23757794147163128,"Contour_px121_center[7312, 5504].png"
-1.810788614682983,1.4941396349508718,2.881371988942858,-0.3843389649213756,-0.08995122273309665,-0.5218687494738097,0.4880147961697333,0.6651417055539939,0.6948126109759801,0.0397713586787492,"Contour_px122_center[11673, 5669].png"
-1.4146876053336905,-0.789534599555263,1.1426001216603678,-0.27992329025118307,-0.11066102648713914,0.9575293168867182,0.5904782287812106,-0.9219280555397896,0.6694664910437612,-0.16956418600128292,"Contour_px123_center[14035, 5507].png"
0.6273259257616629,-0.1888418044180249,0.6898367483052585,1.2294332530967758,0.9478980492329387,-0.9502774016037953,-0.27773447998093176,0.027043313017126407,0.03884112777234387,0.38992604487949345,"Contour_px124_center[8512, 5499].png"
-0.273516292168502,0.9114376037017596,0.8338727488396865,0.21696623374206941,-0.5740685509633061,-0.12301175947314434,0.1671925825965121,-0.22759282907839837,-0.02670972527524565,-0.23090366308951074,"Contour_px125_center[13172, 5532].png"
0.3896239331871396,-0.7580230744856006,1.9458104685113375,1.3583367558922637,1.5630352131103498,-0.5678303503044293,0.7537078215570232,-0.43511839702446836,-0.3680351775357378,0.3227904392040142,"Contour_px126_center[2816, 5512].png"
3.6545960018350123,-1.5462190298362521,-1.3033280933568918,-0.7771723944728455,-1.3327077242648304,0.17645163043670836,0.24958840953627567,1.203962248863048,-0.30026295729147473,0.38695308228911507,"Contour_px127_center[9605, 5453].png"
-0.9620890330321169,0.6725274638728984,-0.685108954196304,-0.26208826547573594,-0.15055183801059424,-0.2856694193125739,0.0863598450048157,-0.43894537231446856,-0.22028357504718013,-0.10137238523397511,"Contour_px128_center[6128, 5481].png"
1.9271898983325286,1.5061510640249396,1.0233211342656792,-0.2389718840312325,1.6028364815375824,-0.3745335122574752,0.4704862928769501,0.1052644551491734,-0.2781522264077935,0.16458401923462654,"Contour_px129_center[5761, 5537].png"
-0.3939943641368658,-1.7206536885678039,-1.2892843656933715,-0.37230548455911644,0.575467541993376,-0.4861712818876985,-0.3656039850750409,-0.44799661204279434,0.2831432143446481,-0.018789662505358618,"Contour_px12_center[5721, 6607].png"
-1.2863204376020845,-0.026378722846057648,-0.2393893544391981,0.40465383231797886,-0.23864214026042277,0.20197733729626927,-0.8144042255216675,0.740646695150218,0.49278277767352574,-0.22821475798631485,"Contour_px130_center[8837, 5397].png"
-2.009194088351915,1.9625393724230362,1.9750027261993153,-0.42672034888151905,0.0032693665572865317,-0.45130721934254925,0.17726925530998025,0.9480994643115724,0.9957911405187935,-0.19520077570520467,"Contour_px131_center[4663, 5469].png"
1.3046195884685452,-1.5126964594999266,1.155719755106045,1.175443270666638,0.7688627727790385,0.8326771375398411,0.41453980326961687,-1.3222578676315342,0.48429061521087535,-0.11816734919743743,"Contour_px132_center[939, 5353].png"
1.0472993912259931,0.16199652136048026,2.2675560336449867,0.511423436051859,1.4327420152664578,-0.8436673944776956,-0.022705731006715815,-0.004992852337537415,-0.5819223452271348,-0.47671587123314313,"Contour_px133_center[7678, 5452].png"
-0.3447766496493466,-0.3138901876903278,-0.3328944280676008,-0.18076054724670426,0.0599768508477709,-0.261529394116181,-0.4862595091082885,-0.016374484795856386,0.2023623243488042,-0.28782411364212496,"Contour_px134_center[6737, 5341].png"
